2019-11-12 10:01:49.352 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Starting NideshopServerApplication on DESKTOP-79PVM28 with PID 42604 (C:\Users\23647\git\nideshop-springboot\nideshop-server\target\classes started by 23647 in C:\Users\23647\git\nideshop-springboot\nideshop-server)
2019-11-12 10:09:38.397 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 10:09:38.400 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:09:40.510 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:09:40.511 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:09:42.400 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:09:42.402 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 10:09:42.407 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:09:53.902 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:09:53.903 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:09:58.622 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:09:58.624 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:09:59.594 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:09:59.595 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:10:00.339 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:00.340 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:10:05.885 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:05.886 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/save
2019-11-12 10:10:05.889 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:10:06.252 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:06.252 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:10:06.254 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:10:08.715 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:08.717 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 10:10:08.721 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:10:14.042 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:14.043 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:10:16.100 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:16.101 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 10:10:16.106 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:10:37.112 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:37.114 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:10:39.325 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:39.326 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 10:10:39.331 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:10:40.333 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:40.335 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:10:41.824 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:10:41.825 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:10:41.830 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:11:01.446 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:11:01.447 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:11:01.450 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:11:01.455 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:11:01.455 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/error
2019-11-12 10:11:01.456 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:11:01.457 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:11:43.331 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:11:43.332 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 10:11:43.356 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:11:43.356 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 10:11:45.148 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:11:45.149 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 10:11:45.154 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:12:21.268 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:21.269 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/order/list
2019-11-12 10:12:21.272 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:12:25.486 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:25.488 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/collect/list
2019-11-12 10:12:25.493 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:12:25.507 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:25.508 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/error
2019-11-12 10:12:38.403 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:38.404 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:12:38.408 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:12:43.283 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:43.284 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:12:43.290 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:12:47.141 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:47.142 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:12:47.145 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:12:47.149 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:47.149 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/error
2019-11-12 10:12:47.154 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:47.155 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:12:54.978 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:54.979 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:12:55.989 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:55.990 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:12:56.831 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:12:56.832 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:13:02.071 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:13:02.072 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/save
2019-11-12 10:13:02.076 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:13:02.351 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:13:02.352 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:13:02.354 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:13:09.530 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:13:09.532 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:13:09.537 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:17:17.603 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Starting NideshopServerApplication on DESKTOP-79PVM28 with PID 33904 (C:\Users\23647\git\nideshop-springboot\nideshop-server\target\classes started by 23647 in C:\Users\23647\git\nideshop-springboot\nideshop-server)
2019-11-12 10:17:17.605 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - No active profile set, falling back to default profiles: default
2019-11-12 10:17:18.907 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-11-12 10:17:18.911 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-11-12 10:17:19.041 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 113ms. Found 0 repository interfaces.
2019-11-12 10:17:19.430 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$1a2029c4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-12 10:17:20.132 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8360 (http)
2019-11-12 10:17:20.149 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8360"]
2019-11-12 10:17:20.173 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-11-12 10:17:20.173 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-11-12 10:17:20.185 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_172\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_172/bin/server;C:/Program Files/Java/jre1.8.0_172/bin;C:/Program Files/Java/jre1.8.0_172/lib/amd64;C:\Python27\;C:\Python27\Scripts;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Go\gohome\bin;C:\Go\gcc\mingw64\bin;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\MySQL\MySQL Utilities 1.6\;C:\Program Files\Java\nodejs\;C:\ProgramData\chocolatey\bin;C:\Git\cmd;C:\Users\23647\AppData\Local\Microsoft\WindowsApps;;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Users\23647\AppData\Roaming\npm;C:\apache-maven-3.3.9-bin\eclipse;;.]
